ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
211176322001,2111763220,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
211176317002,2111763170,1 Male,,3 Fair,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
211176317003,2111763170,2 Female,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
211176314001,2111763140,1 Male,,4 Poor,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
211176314002,2111763140,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
211176336002,2111763360,1 Male,,1 Very Good,,99 Never Had the Disease,2 Spouse,27 Main Respondent's Spouse
211176336001,2111763360,2 Female,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
211176309002,2111763090,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211176309001,2111763090,2 Female,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
211176320001,2111763200,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
211176320002,2111763200,2 Female,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
211176321001,2111763210,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
211176321002,2111763210,2 Female,,5 Very Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
211176324001,2111763240,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
211176324002,2111763240,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
211176316002,2111763160,2 Female,,4 Poor,2 Worse,,,2 HHMemberName[2]
211176325002,2111763250,1 Male,,5 Very Poor,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
211176325001,2111763250,2 Female,,4 Poor,2 Worse,2 Worse,1 Main Respondent,26 Main Respondent
211176332002,2111763320,1 Male,,1 Very Good,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
211176332001,2111763320,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
211176326001,2111763260,1 Male,,2 Good,1 Better,,2 Spouse,26 Main Respondent
211176326002,2111763260,2 Female,,2 Good,3 Same,,2 Spouse,26 Main Respondent
211176318002,2111763180,1 Male,,4 Poor,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
211176318001,2111763180,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
211176313002,2111763130,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
211176313001,2111763130,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
211176310002,2111763100,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
211176310001,2111763100,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
211176330002,2111763300,1 Male,,1 Very Good,3 Same,1 Better,2 Spouse,26 Main Respondent
211176330001,2111763300,2 Female,,1 Very Good,,,2 Spouse,26 Main Respondent
211176331001,2111763310,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
211176331002,2111763310,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
211176335001,2111763350,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
211176335002,2111763350,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
211176311002,2111763110,1 Male,,1 Very Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
211176311001,2111763110,2 Female,,3 Fair,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
211176312002,2111763120,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
211176312001,2111763120,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
211176308001,2111763080,1 Male,,4 Poor,,,,26 Main Respondent
211176319002,2111763190,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
211176319001,2111763190,2 Female,,3 Fair,2 Worse,2 Worse,2 Spouse,27 Main Respondent's Spouse
211176301002,2111763010,2 Female,,3 Fair,2 Worse,3 Same,,26 Main Respondent
211176305001,2111763050,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
211176305002,2111763050,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
211176303002,2111763030,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
211176303001,2111763030,2 Female,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
211176315002,2111763150,1 Male,,5 Very Poor,2 Worse,,2 Spouse,26 Main Respondent
211176315001,2111763150,2 Female,,5 Very Poor,2 Worse,2 Worse,2 Spouse,26 Main Respondent
211176329001,2111763290,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
211176329002,2111763290,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
211176323001,2111763230,1 Male,,5 Very Poor,,,,26 Main Respondent
211176302001,2111763020,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
211176302002,2111763020,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
211176328002,2111763280,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211176328001,2111763280,2 Female,,5 Very Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
211154227002,2111542270,1 Male,,3 Fair,99 Never Had the Disease,,1 Main Respondent,27 Main Respondent's Spouse
211154227001,2111542270,2 Female,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
211154202002,2111542020,1 Male,,4 Poor,,,,26 Main Respondent
211154215001,2111542150,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
211154215002,2111542150,2 Female,,3 Fair,,1 Better,1 Main Respondent,27 Main Respondent's Spouse
211154236002,2111542360,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
211154236001,2111542360,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
211154231002,2111542310,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154231003,2111542310,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154223001,2111542230,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154223002,2111542230,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
211154235002,2111542350,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154235001,2111542350,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154201002,2111542010,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
211154201001,2111542010,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
211154233001,2111542330,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154233002,2111542330,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
211154214001,2111542140,1 Male,,1 Very Good,,,,26 Main Respondent
211154209001,2111542090,2 Female,,3 Fair,3 Same,3 Same,,26 Main Respondent
211154213001,2111542130,2 Female,,3 Fair,,,,1 HHMemberName[1]
211154230001,2111542300,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
211154230002,2111542300,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
211154232001,2111542320,2 Female,,3 Fair,,,,26 Main Respondent
211154211001,2111542110,1 Male,,,,,,26 Main Respondent
211154225001,2111542250,2 Female,,3 Fair,,,,26 Main Respondent
211154234002,2111542340,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154234001,2111542340,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154115001,2111541150,1 Male,,4 Poor,3 Same,,2 Spouse,27 Main Respondent's Spouse
211154115002,2111541150,1 Male,2 Female,,,,2 Spouse,27 Main Respondent's Spouse
211154101001,2111541010,2 Female,,3 Fair,,99 Never Had the Disease,,26 Main Respondent
211154102002,2111541020,1 Male,,3 Fair,1 Better,3 Same,1 Main Respondent,26 Main Respondent
211154107001,2111541070,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
211154107002,2111541070,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
211154106002,2111541060,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
211154106001,2111541060,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
211154103001,2111541030,1 Male,,1 Very Good,2 Worse,,2 Spouse,27 Main Respondent's Spouse
211154103002,2111541030,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
211154120001,2111541200,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
211154120002,2111541200,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
211154104002,2111541040,1 Male,,,3 Same,,1 Main Respondent,26 Main Respondent
211154104001,2111541040,2 Female,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
211154123001,2111541230,2 Female,,4 Poor,1 Better,2 Worse,,2 HHMemberName[2]
211154113001,2111541130,1 Male,,,,,,
